Cost per item,Product Rating Count,Material,Color,Size,Fit,Compare At Price,Clusters
132.76,63,Carbon Fiber,Red,Medium,Universal Fit,237.4,Low
90.31,160,Steel,Black,Large,Custom Fit,205.11,Low
51.65,209,Rubber,Silver,Small,Custom Fit,146.28,Low
294.2,487,Plastic,Red,Medium,Universal Fit,409.5,Low
368.8,341,Aluminum,Black,Medium,Custom Fit,417.54,Low
366.46,116,Aluminum,Silver,XL,Custom Fit,490.51,Low
284.61,65,Steel,Blue,Medium,Custom Fit,391.35,Low
237.74,121,Carbon Fiber,Black,Small,Universal Fit,394.11,Low
293.48,19,Aluminum,Blue,Small,Universal Fit,362.94,Low
345.91,1,Plastic,Blue,XL,Universal Fit,459.21,Low
397.43,159,Carbon Fiber,Red,Medium,Custom Fit,495.05,Low
428.61,8,Aluminum,Black,Large,Universal Fit,495.42,Low
471.85,140,Rubber,Red,Small,Custom Fit,591.54,Low
393.81,235,Carbon Fiber,Silver,XL,Custom Fit,447.51,Low
356.48,415,Carbon Fiber,Black,Medium,Custom Fit,499.64,Low
425.79,117,Plastic,Red,Small,Custom Fit,533.79,Low
388.68,97,Rubber,Black,Small,Universal Fit,469.43,Low
466.39,26,Carbon Fiber,Silver,XL,Universal Fit,596.55,Low
386.58,360,Rubber,Silver,Small,Custom Fit,568.14,Low
376.53,237,Rubber,Silver,Small,Custom Fit,443.69,Low
351.04,458,Steel,Gray,Medium,Custom Fit,494.5,Low
383.36,256,Steel,Blue,Medium,Custom Fit,470.4,Low
350.0,106,Steel,Blue,Small,Universal Fit,451.25,Low
338.6,103,Plastic,Red,Large,Custom Fit,477.32,Low
430.73,226,Carbon Fiber,Red,Medium,Universal Fit,553.61,Low
333.33,422,Carbon Fiber,Black,Medium,Universal Fit,500.42,Low
368.26,183,Steel,Silver,Medium,Universal Fit,472.91,Low
397.15,322,Plastic,Blue,XL,Universal Fit,425.78,Low
387.19,404,Carbon Fiber,Silver,Medium,Custom Fit,484.14,Low
27.87,353,Aluminum,Gray,Small,Custom Fit,153.22,Low
96.7,253,Rubber,Black,Small,Custom Fit,175.49,Low
86.92,372,Plastic,Red,Medium,Universal Fit,205.22,Low
87.21,366,Aluminum,Red,Large,Universal Fit,185.91,Low
149.37,415,Plastic,Black,Large,Custom Fit,215.76,Low
57.51,101,Plastic,Red,XL,Universal Fit,153.89,Low
40.39,217,Rubber,Black,Medium,Custom Fit,122.71,Low
7.25,219,Plastic,Black,Large,Universal Fit,125.85,Low
57.0,90,Steel,Silver,Medium,Custom Fit,156.07,Low
102.8,24,Rubber,Red,Large,Universal Fit,217.27,Low
113.99,442,Plastic,Black,Large,Custom Fit,212.47,Low
47.12,216,Steel,Gray,XL,Universal Fit,195.95,Low
12.82,426,Steel,Black,Large,Universal Fit,122.81,Low
44.84,321,Carbon Fiber,Blue,Small,Custom Fit,159.99,Low
98.42,181,Steel,Blue,Medium,Universal Fit,191.43,Low
19.79,381,Steel,Blue,XL,Custom Fit,84.03,Low
23.97,465,Rubber,Black,Small,Universal Fit,144.77,Low
182.15,183,Aluminum,Gray,Large,Custom Fit,283.83,Low
113.07,7,Steel,Silver,Small,Custom Fit,257.91,Low
106.76,127,Rubber,Silver,Large,Custom Fit,208.09,Low
162.29,275,Steel,Gray,Medium,Custom Fit,203.0,Low
94.31,214,Rubber,Silver,Small,Universal Fit,231.96,Low
88.98,419,Plastic,Gray,Large,Custom Fit,249.59,Low
141.03,10,Carbon Fiber,Blue,Medium,Custom Fit,288.75,Low
182.95,466,Carbon Fiber,Black,Large,Universal Fit,259.05,Low
117.38,171,Plastic,Gray,XL,Universal Fit,197.46,Low
139.6,0,Plastic,Black,Small,Custom Fit,243.34,Low
118.11,118,Carbon Fiber,Silver,Large,Custom Fit,274.74,Low
50.04,346,Carbon Fiber,Black,Small,Custom Fit,155.01,Low
98.27,334,Carbon Fiber,Blue,XL,Universal Fit,193.04,Low
78.27,470,Carbon Fiber,Silver,XL,Custom Fit,251.08,Low
104.07,99,Rubber,Red,Large,Custom Fit,276.69,Low
170.07,441,Steel,Red,Medium,Universal Fit,294.98,Low
154.75,12,Plastic,Red,Large,Custom Fit,255.41,Low
162.28,302,Aluminum,Red,Large,Universal Fit,233.55,Low
125.76,454,Steel,Blue,Small,Universal Fit,183.79,Low
106.21,372,Rubber,Blue,XL,Universal Fit,236.31,Low
59.65,9,Plastic,Silver,Small,Custom Fit,173.37,Low
171.37,94,Carbon Fiber,Gray,XL,Universal Fit,202.48,Low
131.53,379,Carbon Fiber,Gray,Large,Universal Fit,198.73,Low
154.02,436,Aluminum,Gray,Large,Custom Fit,260.53,Low
115.05,481,Rubber,Blue,XL,Custom Fit,191.24,Low
164.88,259,Carbon Fiber,Black,Medium,Universal Fit,270.0,Low
140.17,332,Rubber,Blue,Small,Custom Fit,226.56,Low
100.42,300,Aluminum,Black,Medium,Universal Fit,197.96,Low
64.51,86,Carbon Fiber,Silver,XL,Custom Fit,244.76,Low
103.06,412,Steel,Gray,XL,Universal Fit,168.14,Low
121.69,215,Carbon Fiber,Gray,Large,Universal Fit,239.23,Low
62.13,141,Rubber,Black,Medium,Custom Fit,198.37,Low
53.39,386,Rubber,Gray,Medium,Universal Fit,164.34,Low
55.48,309,Carbon Fiber,Black,XL,Custom Fit,142.3,Low
29.97,136,Aluminum,Blue,Small,Universal Fit,205.75,Low
74.3,178,Rubber,Silver,Small,Universal Fit,176.71,Low
123.52,435,Rubber,Red,Small,Universal Fit,193.11,Low
45.6,459,Steel,Silver,Small,Custom Fit,166.49,Low
95.77,452,Rubber,Silver,Large,Universal Fit,208.02,Low
11.07,32,Rubber,Silver,Medium,Custom Fit,193.2,Low
34.0,276,Plastic,Black,Small,Custom Fit,136.91,Low
85.65,327,Plastic,Blue,Small,Universal Fit,259.46,Low
45.53,293,Steel,Red,Small,Universal Fit,143.36,Low
94.58,278,Plastic,Black,Small,Custom Fit,261.15,Low
70.88,134,Rubber,Black,Small,Custom Fit,194.54,Low
118.17,315,Rubber,Silver,Large,Universal Fit,212.16,Low
11.16,217,Steel,Gray,XL,Custom Fit,82.22,Low
39.92,32,Carbon Fiber,Black,XL,Custom Fit,145.52,Low
7.02,19,Aluminum,Blue,Large,Universal Fit,173.61,Low
120.64,452,Carbon Fiber,Red,Large,Universal Fit,244.04,Low
222.45,423,Steel,Blue,Small,Custom Fit,324.97,Low
166.98,268,Steel,Blue,XL,Custom Fit,311.57,Low
90.96,390,Plastic,Blue,Medium,Custom Fit,250.08,Low
135.58,23,Steel,Red,Medium,Custom Fit,317.98,Low
156.21,183,Carbon Fiber,Black,Small,Universal Fit,304.43,Low
166.19,229,Aluminum,Red,Large,Universal Fit,312.28,Low
139.6,185,Steel,Silver,Medium,Custom Fit,323.66,Low
108.88,485,Plastic,Red,XL,Universal Fit,227.65,Low
233.63,358,Steel,Gray,Small,Custom Fit,256.73,Low
188.82,24,Rubber,Gray,XL,Universal Fit,322.83,Low
155.85,5,Plastic,Blue,Large,Universal Fit,295.44,Low
101.17,164,Steel,Red,XL,Custom Fit,206.07,Low
272.1,33,Plastic,Blue,Small,Universal Fit,399.79,Low
310.9,455,Steel,Black,XL,Universal Fit,426.74,Low
262.89,481,Steel,Silver,Small,Custom Fit,367.26,Low
237.87,430,Plastic,Red,Large,Universal Fit,350.77,Low
8.07,251,Aluminum,Silver,Small,Custom Fit,114.12,Low
35.48,243,Steel,Black,Medium,Custom Fit,106.0,Low
86.58,164,Carbon Fiber,Blue,Medium,Universal Fit,246.02,Low
84.03,153,Carbon Fiber,Blue,XL,Custom Fit,192.03,Low
94.68,51,Carbon Fiber,Gray,Large,Universal Fit,139.54,Low
46.09,124,Carbon Fiber,Black,Medium,Universal Fit,137.15,Low
90.96,100,Plastic,Red,Medium,Universal Fit,177.93,Low
97.89,371,Steel,Silver,XL,Universal Fit,218.09,Low
43.76,129,Aluminum,Blue,Medium,Universal Fit,124.52,Low
45.29,491,Carbon Fiber,Red,Small,Universal Fit,172.07,Low
21.46,238,Carbon Fiber,Red,XL,Custom Fit,162.2,Low
26.72,463,Steel,Blue,XL,Universal Fit,141.37,Low
102.88,366,Rubber,Silver,Large,Universal Fit,209.61,Low
87.81,309,Carbon Fiber,Blue,XL,Custom Fit,205.59,Low
104.73,421,Aluminum,Blue,Small,Custom Fit,238.19,Low
8.58,467,Aluminum,Black,Medium,Universal Fit,136.52,Low
139.02,186,Steel,Red,XL,Universal Fit,201.63,Low
104.07,429,Plastic,Black,XL,Custom Fit,248.28,Low
110.63,61,Rubber,Black,Large,Custom Fit,183.78,Low
45.24,452,Aluminum,Red,Small,Custom Fit,209.98,Low
13.74,125,Rubber,Blue,Medium,Custom Fit,106.43,Low
41.29,130,Carbon Fiber,Red,Medium,Custom Fit,127.99,Low
12.96,389,Rubber,Silver,XL,Custom Fit,102.02,Low
97.08,211,Plastic,Silver,Large,Universal Fit,180.59,Low
16.49,453,Aluminum,Red,Medium,Custom Fit,173.18,Low
108.4,268,Rubber,Red,Large,Custom Fit,192.66,Low
21.16,200,Carbon Fiber,Silver,Large,Universal Fit,162.71,Low
90.84,479,Steel,Silver,XL,Custom Fit,205.12,Low
60.51,25,Plastic,Black,Small,Universal Fit,169.86,Low
65.7,228,Plastic,Silver,Medium,Universal Fit,219.03,Low
138.66,432,Plastic,Gray,Small,Universal Fit,252.06,Low
67.36,52,Rubber,Gray,Medium,Universal Fit,136.81,Low
71.8,157,Steel,Silver,XL,Universal Fit,139.51,Low
132.07,80,Carbon Fiber,Black,Small,Universal Fit,233.85,Low
99.98,100,Aluminum,Gray,Small,Universal Fit,204.68,Low
33.25,437,Aluminum,Silver,Large,Universal Fit,182.91,Low
71.98,258,Carbon Fiber,Blue,Small,Custom Fit,145.74,Low
91.36,377,Aluminum,Blue,Large,Custom Fit,140.74,Low
3.0,423,Aluminum,Blue,XL,Universal Fit,128.54,Low
99.69,439,Plastic,Silver,Large,Custom Fit,212.88,Low
121.27,62,Carbon Fiber,Black,Medium,Universal Fit,162.82,Low
86.86,416,Rubber,Silver,XL,Custom Fit,198.74,Low
33.2,399,Carbon Fiber,Blue,Small,Custom Fit,145.52,Low
113.05,224,Plastic,Blue,XL,Custom Fit,202.64,Low
96.54,375,Plastic,Red,Large,Custom Fit,252.17,Low
153.58,431,Aluminum,Silver,Large,Custom Fit,195.45,Low
111.32,48,Plastic,Blue,XL,Custom Fit,168.72,Low
97.57,296,Plastic,Gray,XL,Custom Fit,158.63,Low
19.75,491,Rubber,Black,Small,Custom Fit,175.95,Low
106.28,454,Steel,Black,Small,Custom Fit,167.68,Low
87.12,384,Aluminum,Black,Small,Custom Fit,171.0,Low
91.91,325,Aluminum,Gray,XL,Custom Fit,226.31,Low
115.04,200,Aluminum,Silver,Small,Custom Fit,183.44,Low
50.63,295,Aluminum,Blue,Large,Custom Fit,167.53,Low
32.71,445,Carbon Fiber,Red,Large,Universal Fit,177.45,Low
84.48,191,Steel,Silver,Medium,Custom Fit,141.47,Low
34.47,40,Steel,Black,XL,Universal Fit,121.91,Low
68.44,419,Steel,Red,Large,Custom Fit,243.56,Low
28.66,331,Plastic,Red,Small,Custom Fit,96.66,Low
113.05,47,Steel,Silver,Small,Universal Fit,242.7,Low
68.66,29,Aluminum,Red,Medium,Custom Fit,160.23,Low
38.3,287,Rubber,Black,Medium,Custom Fit,92.01,Low
119.24,260,Carbon Fiber,Red,Small,Universal Fit,198.62,Low
52.54,34,Plastic,Black,Medium,Custom Fit,116.24,Low
12.71,142,Aluminum,Blue,Small,Universal Fit,105.59,Low
24.87,31,Steel,Blue,Large,Universal Fit,74.63,Low
55.0,489,Carbon Fiber,Black,Medium,Custom Fit,138.92,Low
61.16,11,Steel,Black,XL,Universal Fit,146.58,Low
85.28,500,Aluminum,Red,Small,Custom Fit,147.27,Low
77.95,172,Aluminum,Gray,Medium,Universal Fit,149.62,Low
86.86,283,Rubber,Silver,Large,Universal Fit,140.53,Low
128.96,489,Carbon Fiber,Red,XL,Custom Fit,205.75,Low
20.9,118,Steel,Blue,Small,Custom Fit,156.99,Low
95.37,268,Plastic,Blue,XL,Universal Fit,199.17,Low
42.05,447,Carbon Fiber,Black,Medium,Custom Fit,102.82,Low
16.78,331,Rubber,Silver,XL,Custom Fit,153.27,Low
60.53,417,Aluminum,Black,Large,Custom Fit,127.73,Low
55.88,115,Steel,Gray,Small,Universal Fit,180.86,Low
96.26,413,Plastic,Silver,Small,Custom Fit,176.21,Low
22.1,39,Steel,Red,Medium,Custom Fit,92.53,Low
99.44,363,Plastic,Gray,Large,Custom Fit,184.18,Low
33.28,27,Carbon Fiber,Silver,Small,Universal Fit,182.97,Low
100.82,267,Rubber,Red,Large,Custom Fit,196.35,Low
97.68,357,Aluminum,Blue,Small,Universal Fit,169.32,Low
79.01,367,Steel,Gray,Small,Universal Fit,221.72,Low
46.94,1,Rubber,Black,Medium,Custom Fit,105.54,Low
32.83,354,Plastic,Black,Medium,Custom Fit,143.16,Low
92.37,259,Plastic,Gray,Small,Custom Fit,203.75,Low
58.7,58,Rubber,Red,Large,Universal Fit,159.88,Low
47.82,149,Steel,Blue,XL,Custom Fit,172.65,Low
34.63,149,Rubber,Gray,Large,Universal Fit,153.59,Low
106.01,110,Aluminum,Silver,Small,Universal Fit,187.17,Low
44.6,448,Plastic,Gray,Large,Universal Fit,134.09,Low
27.65,363,Rubber,Black,Small,Custom Fit,151.67,Low
55.68,331,Rubber,Gray,Small,Custom Fit,115.16,Low
43.63,84,Steel,Silver,XL,Universal Fit,155.52,Low
56.11,127,Carbon Fiber,Red,Medium,Universal Fit,156.32,Low
46.95,340,Rubber,Blue,Small,Universal Fit,108.0,Low
75.81,323,Aluminum,Black,Small,Universal Fit,113.39,Low
98.24,485,Plastic,Red,XL,Custom Fit,190.05,Low
93.83,297,Carbon Fiber,Silver,XL,Universal Fit,192.06,Low
70.71,495,Aluminum,Black,XL,Universal Fit,186.31,Low
68.25,356,Plastic,Gray,XL,Custom Fit,218.67,Low
8.33,331,Aluminum,Black,Small,Custom Fit,103.62,Low
30.36,152,Plastic,Gray,XL,Universal Fit,108.2,Low
112.22,89,Plastic,Blue,Small,Universal Fit,210.93,Low
59.48,225,Plastic,Blue,XL,Custom Fit,187.56,Low
42.53,42,Aluminum,Black,XL,Universal Fit,220.7,Low
30.39,290,Aluminum,Red,Small,Universal Fit,133.75,Low
2.92,381,Rubber,Gray,Medium,Universal Fit,139.52,Low
1.31,417,Steel,Gray,Large,Universal Fit,92.35,Low
72.95,461,Aluminum,Red,Large,Custom Fit,180.73,Low
76.31,67,Steel,Red,Medium,Universal Fit,128.57,Low
114.56,158,Plastic,Black,Medium,Custom Fit,185.65,Low
41.57,39,Steel,Gray,Large,Universal Fit,107.48,Low
92.88,301,Carbon Fiber,Black,Small,Custom Fit,149.69,Low
40.18,395,Carbon Fiber,Black,XL,Universal Fit,130.15,Low
46.08,321,Steel,Silver,Small,Custom Fit,136.97,Low
15.34,404,Rubber,Silver,XL,Universal Fit,154.85,Low
10.84,171,Plastic,Silver,Medium,Custom Fit,99.61,Low
80.43,137,Aluminum,Red,Small,Universal Fit,189.52,Low
102.6,195,Aluminum,Black,Small,Custom Fit,215.25,Low
61.13,75,Steel,Black,Large,Universal Fit,103.92,Low
33.91,187,Plastic,Gray,Medium,Custom Fit,184.07,Low
68.22,237,Aluminum,Blue,Small,Custom Fit,171.11,Low
91.51,402,Steel,Gray,Large,Universal Fit,233.52,Low
57.41,499,Steel,Red,Large,Custom Fit,185.05,Low
2.95,70,Rubber,Gray,XL,Custom Fit,181.49,Low
107.27,59,Plastic,Blue,Medium,Universal Fit,177.2,Low
76.27,272,Plastic,Gray,Small,Universal Fit,139.82,Low
5.68,80,Steel,Gray,XL,Custom Fit,138.76,Low
42.79,162,Steel,Red,Medium,Universal Fit,124.77,Low
38.46,469,Plastic,Black,Small,Universal Fit,81.99,Low
71.41,119,Steel,Red,Small,Custom Fit,228.57,Low
91.25,43,Carbon Fiber,Blue,Small,Custom Fit,199.99,Low
74.25,334,Rubber,Gray,Medium,Custom Fit,155.86,Low
6.14,435,Steel,Blue,Small,Custom Fit,126.06,Low
71.79,419,Aluminum,Silver,Small,Custom Fit,153.32,Low
15.47,124,Steel,Red,XL,Custom Fit,73.36,Low
58.19,219,Rubber,Black,Small,Universal Fit,190.44,Low
35.15,382,Steel,Red,Small,Custom Fit,107.14,Low
112.97,353,Steel,Gray,Large,Custom Fit,194.67,Low
57.34,183,Rubber,Blue,Large,Custom Fit,113.86,Low
48.11,104,Steel,Black,Large,Custom Fit,136.36,Low
31.93,325,Aluminum,Blue,Large,Custom Fit,95.27,Low
110.65,186,Steel,Black,XL,Universal Fit,151.31,Low
318.1,438,Aluminum,Gray,XL,Custom Fit,457.08,Low
364.98,180,Carbon Fiber,Blue,XL,Custom Fit,479.42,Low
367.48,139,Carbon Fiber,Red,Large,Custom Fit,446.94,Low
304.4,298,Rubber,Red,Medium,Universal Fit,439.05,Low
344.64,457,Plastic,Gray,Small,Universal Fit,475.96,Low
69.17,116,Plastic,Silver,Large,Custom Fit,160.17,Low
16.24,157,Steel,Blue,Large,Universal Fit,130.79,Low
104.78,492,Plastic,Blue,Medium,Custom Fit,223.61,Low
45.39,336,Plastic,Black,XL,Universal Fit,168.83,Low
101.54,421,Rubber,Blue,Small,Custom Fit,196.5,Low
91.96,410,Plastic,Red,XL,Custom Fit,246.87,Low
157.93,348,Rubber,Blue,Large,Custom Fit,224.58,Low
45.4,446,Carbon Fiber,Silver,XL,Universal Fit,143.64,Low
62.08,320,Aluminum,Gray,Medium,Custom Fit,157.34,Low
55.03,121,Plastic,Silver,Medium,Universal Fit,177.58,Low
17.54,106,Plastic,Blue,Large,Custom Fit,193.97,Low
93.24,282,Rubber,Blue,XL,Universal Fit,160.51,Low
364.54,409,Plastic,Gray,Small,Custom Fit,448.75,Low
317.66,425,Rubber,Gray,Small,Custom Fit,410.61,Low
345.98,287,Rubber,Blue,Large,Custom Fit,443.81,Low
395.33,319,Aluminum,Blue,XL,Universal Fit,473.3,Low
343.11,171,Steel,Silver,Large,Custom Fit,476.91,Low
341.72,259,Carbon Fiber,Gray,Medium,Custom Fit,465.18,Low
302.13,178,Carbon Fiber,Blue,XL,Universal Fit,398.06,Low
285.03,197,Aluminum,Blue,Large,Custom Fit,443.72,Low
345.65,359,Rubber,Blue,XL,Custom Fit,427.01,Low
399.61,28,Steel,Red,Medium,Custom Fit,477.8,Low
160.68,478,Carbon Fiber,Blue,Large,Universal Fit,325.81,Low
201.1,168,Carbon Fiber,Red,XL,Custom Fit,334.91,Low
166.96,483,Plastic,Gray,Medium,Universal Fit,268.44,Low
211.88,484,Carbon Fiber,Silver,XL,Custom Fit,337.66,Low
193.95,312,Steel,Blue,Large,Custom Fit,297.63,Low
175.03,285,Carbon Fiber,Red,Small,Universal Fit,325.86,Low
174.36,300,Rubber,Silver,Medium,Custom Fit,309.84,Low
118.57,279,Aluminum,Red,Small,Custom Fit,201.05,Low
199.72,57,Carbon Fiber,Gray,XL,Custom Fit,285.77,Low
170.21,51,Steel,Blue,Small,Custom Fit,247.46,Low
259.89,390,Plastic,Gray,Small,Universal Fit,358.18,Low
182.05,426,Plastic,Red,XL,Universal Fit,240.36,Low
131.52,149,Plastic,Gray,Medium,Universal Fit,270.54,Low
111.96,435,Aluminum,Gray,XL,Custom Fit,203.8,Low
197.24,287,Carbon Fiber,Silver,XL,Universal Fit,257.96,Low
197.41,22,Plastic,Black,Small,Universal Fit,325.73,Low
194.71,337,Aluminum,Black,Small,Custom Fit,331.07,Low
122.52,261,Aluminum,Black,Small,Custom Fit,271.59,Low
192.24,251,Carbon Fiber,Red,XL,Custom Fit,304.45,Low
190.38,447,Aluminum,Black,Medium,Custom Fit,254.53,Low
184.29,443,Carbon Fiber,Gray,Large,Custom Fit,304.39,Low
214.54,115,Steel,Gray,Small,Custom Fit,310.9,Low
186.97,143,Aluminum,Black,Medium,Custom Fit,311.43,Low
211.7,227,Rubber,Silver,Small,Custom Fit,300.2,Low
189.19,71,Steel,Black,Large,Custom Fit,264.3,Low
192.16,470,Rubber,Silver,Large,Custom Fit,297.4,Low
146.7,336,Steel,Red,Medium,Custom Fit,277.63,Low
165.9,220,Rubber,Blue,XL,Custom Fit,217.96,Low
133.04,265,Plastic,Red,XL,Universal Fit,237.46,Low
117.23,353,Plastic,Blue,Large,Universal Fit,225.47,Low
213.77,129,Plastic,Blue,XL,Custom Fit,342.92,Low
231.97,112,Plastic,Red,Small,Universal Fit,310.93,Low
252.24,131,Rubber,Red,Large,Custom Fit,330.05,Low
141.34,92,Aluminum,Silver,Small,Custom Fit,235.2,Low
162.27,188,Plastic,Silver,Small,Universal Fit,261.82,Low
186.48,178,Carbon Fiber,Black,XL,Universal Fit,268.29,Low
188.89,261,Plastic,Black,Large,Custom Fit,250.81,Low
179.37,234,Rubber,Blue,XL,Universal Fit,286.69,Low
133.92,135,Rubber,Blue,Small,Universal Fit,256.08,Low
189.71,399,Plastic,Red,XL,Universal Fit,328.52,Low
87.51,112,Carbon Fiber,Gray,XL,Universal Fit,217.19,Low
150.04,499,Rubber,Gray,Medium,Custom Fit,249.03,Low
177.52,285,Steel,Gray,Medium,Custom Fit,290.87,Low
178.89,487,Steel,Red,Small,Universal Fit,269.06,Low
96.78,192,Aluminum,Gray,Small,Universal Fit,249.04,Low
38.74,384,Carbon Fiber,Silver,XL,Universal Fit,159.2,Low
119.88,127,Steel,Blue,Large,Custom Fit,268.23,Low
100.76,116,Rubber,Blue,Small,Universal Fit,206.15,Low
141.63,365,Carbon Fiber,Black,Large,Universal Fit,249.0,Low
24.29,318,Steel,Red,Small,Custom Fit,143.93,Low
60.87,15,Steel,Black,Small,Universal Fit,205.51,Low
1.01,176,Aluminum,Blue,Small,Custom Fit,155.01,Low
107.51,177,Aluminum,Silver,Medium,Universal Fit,133.12,Low
51.86,141,Carbon Fiber,Red,Small,Custom Fit,214.19,Low
112.03,433,Plastic,Gray,Small,Universal Fit,161.82,Low
60.53,82,Rubber,Gray,Medium,Universal Fit,111.14,Low
21.74,340,Plastic,Black,XL,Custom Fit,162.49,Low
47.2,358,Aluminum,Silver,XL,Universal Fit,112.27,Low
42.89,4,Aluminum,Gray,Large,Universal Fit,150.78,Low
73.44,145,Plastic,Gray,XL,Universal Fit,196.11,Low
395.18,317,Plastic,Gray,XL,Custom Fit,493.37,Low
407.37,46,Plastic,Silver,Medium,Universal Fit,484.09,Low
10.15,461,Rubber,Silver,XL,Universal Fit,118.54,Low
43.16,251,Steel,Red,Medium,Universal Fit,178.28,Low
50.21,266,Rubber,Black,Medium,Universal Fit,202.73,Low
558.48,432,Rubber,Black,XL,Universal Fit,700.64,Low
560.09,212,Plastic,Gray,Large,Universal Fit,684.95,Low
105.79,469,Carbon Fiber,Blue,Medium,Universal Fit,255.17,Low
44.88,368,Aluminum,Black,XL,Universal Fit,211.27,Low
75.02,287,Aluminum,Gray,XL,Custom Fit,211.45,Low
99.99,409,Steel,Gray,Large,Custom Fit,242.51,Low
121.83,464,Rubber,Red,Large,Custom Fit,248.57,Low
85.4,256,Steel,Blue,Medium,Universal Fit,201.63,Low
102.21,30,Carbon Fiber,Red,XL,Custom Fit,165.13,Low
73.57,13,Plastic,Silver,Large,Custom Fit,211.82,Low
12.15,437,Rubber,Silver,Large,Universal Fit,60.6,Low
7.34,404,Rubber,Gray,Small,Universal Fit,65.48,Low
14.59,285,Aluminum,Blue,XL,Custom Fit,91.63,Low
47.23,319,Aluminum,Black,Medium,Universal Fit,226.0,Low
212.61,460,Rubber,Silver,Large,Custom Fit,288.09,Low
92.28,167,Aluminum,Silver,Large,Custom Fit,212.59,Low
113.37,271,Rubber,Silver,Large,Universal Fit,271.9,Low
61.05,281,Aluminum,Black,Small,Universal Fit,122.55,Low
86.34,24,Steel,Black,Small,Universal Fit,168.88,Low
95.13,207,Rubber,Silver,Small,Custom Fit,137.29,Low
87.85,39,Carbon Fiber,Silver,Small,Universal Fit,189.29,Low
58.07,131,Aluminum,Red,Small,Universal Fit,177.17,Low
121.79,118,Steel,Red,Small,Universal Fit,220.23,Low
8.37,326,Aluminum,Black,Small,Custom Fit,150.49,Low
69.52,285,Steel,Black,XL,Universal Fit,181.84,Low
2.06,100,Rubber,Red,XL,Custom Fit,133.08,Low
51.97,83,Plastic,Silver,XL,Universal Fit,105.02,Low
33.54,83,Rubber,Black,Small,Custom Fit,175.53,Low
141.69,289,Carbon Fiber,Black,Medium,Custom Fit,262.62,Low
189.03,96,Plastic,Blue,Medium,Custom Fit,320.31,Low
120.68,377,Aluminum,Black,XL,Universal Fit,270.47,Low
85.57,18,Rubber,Red,Small,Custom Fit,243.78,Low
8.84,408,Plastic,Gray,XL,Universal Fit,99.91,Low
56.3,147,Rubber,Blue,XL,Custom Fit,169.98,Low
74.34,70,Carbon Fiber,Silver,Small,Universal Fit,170.53,Low
56.47,21,Rubber,Blue,Medium,Universal Fit,173.04,Low
69.28,121,Plastic,Silver,Small,Universal Fit,166.0,Low
211.89,138,Aluminum,Red,Small,Custom Fit,252.23,Low
198.01,338,Plastic,Black,Medium,Custom Fit,273.54,Low
21.45,187,Carbon Fiber,Silver,Large,Universal Fit,166.29,Low
112.06,271,Rubber,Silver,XL,Universal Fit,209.85,Low
140.13,333,Rubber,Red,Medium,Universal Fit,231.93,Low
6.17,279,Aluminum,Blue,XL,Universal Fit,186.0,Low
27.27,367,Plastic,Silver,Medium,Universal Fit,160.76,Low
45.25,104,Aluminum,Black,Medium,Custom Fit,165.72,Low
274.43,318,Plastic,Black,Small,Custom Fit,408.57,Low
252.98,251,Steel,Gray,Small,Universal Fit,358.69,Low
343.33,75,Carbon Fiber,Silver,Large,Universal Fit,378.34,Low
263.8,108,Aluminum,Black,Medium,Universal Fit,441.05,Low
81.6,492,Aluminum,Red,XL,Universal Fit,199.25,Low
23.36,326,Aluminum,Gray,XL,Custom Fit,125.37,Low
24.0,415,Rubber,Black,Medium,Universal Fit,102.0,Low
55.92,427,Carbon Fiber,Gray,Medium,Custom Fit,105.56,Low
17.16,40,Rubber,Black,Large,Universal Fit,144.78,Low
49.67,499,Plastic,Blue,Large,Universal Fit,149.48,Low
72.49,444,Steel,Blue,Medium,Custom Fit,187.53,Low
61.83,103,Carbon Fiber,Gray,Small,Custom Fit,202.74,Low
83.42,490,Steel,Black,Medium,Universal Fit,158.57,Low
55.64,7,Carbon Fiber,Red,XL,Custom Fit,196.81,Low
14.99,158,Rubber,Red,Small,Custom Fit,131.01,Low
42.09,467,Plastic,Gray,Medium,Custom Fit,155.9,Low
9.52,361,Rubber,Gray,Medium,Universal Fit,130.26,Low
45.19,482,Aluminum,Black,Small,Custom Fit,223.27,Low
68.1,381,Steel,Blue,Medium,Custom Fit,168.4,Low
9.66,361,Aluminum,Blue,Large,Universal Fit,100.89,Low
33.56,329,Rubber,Red,XL,Universal Fit,179.91,Low
192.04,57,Rubber,Red,Small,Universal Fit,280.45,Low
218.34,496,Aluminum,Gray,Medium,Universal Fit,378.68,Low
293.27,227,Carbon Fiber,Black,XL,Custom Fit,370.76,Low
215.75,325,Rubber,Red,Large,Universal Fit,397.53,Low
95.4,114,Rubber,Red,Large,Custom Fit,222.9,Low
6.67,44,Plastic,Gray,XL,Universal Fit,133.71,Low
50.54,2,Rubber,Silver,XL,Universal Fit,146.61,Low
50.02,337,Carbon Fiber,Silver,Large,Universal Fit,94.06,Low
181.63,72,Aluminum,Gray,Large,Universal Fit,252.05,Low
79.76,12,Aluminum,Black,Large,Universal Fit,152.26,Low
17.65,243,Carbon Fiber,Blue,Small,Custom Fit,99.81,Low
30.44,45,Rubber,Red,Small,Custom Fit,86.58,Low
3.75,374,Aluminum,Gray,Large,Universal Fit,117.76,Low
